Name,Year,Genre,Platform,Publisher,Global_Sales
Silent Hill: Shattered Memories,2010.0,Action,PS2,Konami Digital Entertainment,0.59
Skate it,2008.0,Sports,Wii,Electronic Arts,0.59
Game Party in Motion,2010.0,Misc,X360,Warner Bros. Interactive Entertainment,0.59
Barbie: Race & Ride,1999.0,Action,PS,Sony Computer Entertainment,0.59
Lost: Via Domus,2008.0,Action,X360,Ubisoft,0.59
Mega Man Anniversary Collection,2004.0,Platform,PS2,Capcom,0.59
Final Fantasy Anniversary Edition,2007.0,Role-Playing,PSP,Square Enix,0.59
Dark Souls II,2015.0,Role-Playing,PS4,Namco Bandai Games,0.59
Ben 10: Alien Force,2008.0,Action,PSP,Koch Media,0.59
Deus Ex: Human Revolution,2011.0,Shooter,PC,Square Enix,0.59
Zumba Fitness,2010.0,Sports,PS3,505 Games,0.59
Harvest Moon: Friends of Mineral Town,2003.0,Simulation,GBA,Ubisoft,0.59
Backyard NBA Basketball,2003.0,Sports,PS2,Atari,0.59
FIFA Soccer 10,2009.0,Sports,DS,Electronic Arts,0.59
Kirby's Dream Course,1994.0,Sports,SNES,Nintendo,0.59
Doom 3 BFG Edition,2012.0,Shooter,PS3,Bethesda Softworks,0.59
Mega Man X7,2003.0,Action,PS2,Capcom,0.58
Top Spin 3,2008.0,Action,Wii,Take-Two Interactive,0.58
Petz Dogz 2,2007.0,Simulation,Wii,Ubisoft,0.58
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,PS2,THQ,0.58
The Conduit,2009.0,Shooter,Wii,Sega,0.58
Just Dance 2016,2015.0,Misc,WiiU,Ubisoft,0.58
Tokimeki Memorial: Forever with You,1995.0,Simulation,PS,Konami Digital Entertainment,0.58
Diablo,1997.0,Role-Playing,PS,Electronic Arts,0.58
Cabela's Dangerous Hunts 2011,2010.0,Sports,Wii,Activision,0.58
NHL 15,2014.0,Sports,PS4,Electronic Arts,0.58
Q*bert,1982.0,Puzzle,2600,Parker Bros.,0.58
Romancing SaGa,2005.0,Role-Playing,PS2,Square Enix,0.58
The Lord of the Rings: The Third Age,2004.0,Role-Playing,PS2,Electronic Arts,0.58
Harvest Moon: Sunshine Islands,2008.0,Simulation,DS,Rising Star Games,0.58
Trivial Pursuit,2009.0,Misc,Wii,Electronic Arts,0.58
The Legend of Spyro: Dawn of the Dragon,2008.0,Platform,Wii,Vivendi Games,0.58
The Sims 3: World Adventures,2009.0,Simulation,PC,Electronic Arts,0.58
Kinect Sports Rivals,2014.0,Sports,XOne,Microsoft Game Studios,0.58
Rayman Origins,2011.0,Platform,Wii,Ubisoft,0.58
WWE 2K16,2015.0,Sports,XOne,Take-Two Interactive,0.58
Titanfall,2014.0,Shooter,PC,Electronic Arts,0.58
NCAA Football 09,2008.0,Sports,PS3,Electronic Arts,0.58
Tom Clancy's HAWX,2009.0,Action,X360,Ubisoft,0.58
Sammy Sosa High Heat Baseball 2001,2000.0,Sports,PS,3DO,0.58
Frozen: Olaf's Quest,2013.0,Platform,3DS,Disney Interactive Studios,0.58
Terminator 3: Rise of the Machines,2003.0,Action,PS2,Atari,0.58
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",2010.0,Shooter,X360,Activision,0.58
Harvest Moon: The Tale of Two Towns,2010.0,Simulation,DS,Natsume,0.58
FIFA: Road to  World Cup 98,1997.0,Sports,N64,Electronic Arts,0.58
World Cup 98,1998.0,Sports,N64,Electronic Arts,0.58
International Superstar Soccer '98,1998.0,Sports,N64,Konami Digital Entertainment,0.58
Unreal Tournament,2000.0,Shooter,PS2,Infogrames,0.58
Digimon World 2,2000.0,Role-Playing,PS,Namco Bandai Games,0.58
Tales of Phantasia,1998.0,Role-Playing,PS,Namco Bandai Games,0.58
Prince of Persia: The Two Thrones,2005.0,Action,XB,Ubisoft,0.58
Xenosaga Episode II: Jenseits von Gut und Böse,2004.0,Role-Playing,PS2,Sony Computer Entertainment,0.58
Gex: Enter the Gecko,1998.0,Platform,PS,BMG Interactive Entertainment,0.58
Shrek 2: Beg for Mercy,2004.0,Adventure,GBA,Activision,0.58
Mega Man Star Force 2: Zerker x Ninja / Saurian,2007.0,Action,DS,Capcom,0.58
JoJo's Bizarre Adventure: All Star Battle,2013.0,Fighting,PS3,Namco Bandai Games,0.58
Petz Nursery,2009.0,Simulation,DS,Ubisoft,0.58
Contra: Shattered Soldier,2002.0,Shooter,PS2,Konami Digital Entertainment,0.58
Championship Motocross featuring Ricky Carmichael,1998.0,Racing,PS,THQ,0.58
Dragon Ball Z: Chou Saiya Densetsu,1992.0,Role-Playing,SNES,Namco Bandai Games,0.58
NBA 2K7,2006.0,Sports,X360,Take-Two Interactive,0.58
WWE 2K16,2015.0,Sports,PS3,Take-Two Interactive,0.58
Phoenix Wright: Ace Attorney - Justice for All,2006.0,Adventure,DS,Capcom,0.58
Fire Emblem: Seisen no Keifu,1996.0,Strategy,SNES,Nintendo,0.58
Rock Band 3,2010.0,Misc,PS3,MTV Games,0.58
Disgaea 4: A Promise Unforgotten,2011.0,Role-Playing,PS3,Nippon Ichi Software,0.58
BlazBlue: Calamity Trigger,2009.0,Fighting,PS3,PQube,0.58
Tenchu 2: Birth of the Stealth Assassins,2000.0,Action,PS,Activision,0.58
Tony Hawk's Pro Skater 4,2002.0,Sports,GC,Activision,0.58
MLB 11: The Show,2011.0,Sports,PS3,Sony Computer Entertainment,0.58
Naruto: Uzumaki Chronicles 2,2006.0,Action,PS2,Namco Bandai Games,0.58
NHL 06,2005.0,Sports,PS2,Electronic Arts,0.58
NHL 10,2009.0,Sports,PS3,Electronic Arts,0.58
Rooms: The Main Building,2010.0,Adventure,DS,Nintendo,0.58
Rapala: We Fish,2009.0,Sports,Wii,Activision,0.58
Parasite Eve II,1999.0,Role-Playing,PS,SquareSoft,0.58
Tetris Party Deluxe,2010.0,Puzzle,Wii,Nintendo,0.58
NFL Blitz 2000,1999.0,Sports,N64,Midway Games,0.58
Ratchet & Clank: Quest for Booty,2008.0,Platform,PS3,Sony Computer Entertainment,0.58
NCAA Football 10,2009.0,Sports,PS2,Electronic Arts,0.58
Top Spin 3,2008.0,Action,PS3,Take-Two Interactive,0.57
Shin Megami Tensei IV,2013.0,Role-Playing,3DS,Atlus,0.57
Theme Park,1994.0,Simulation,PS,Electronic Arts,0.57
Blacksite: Area 51,2007.0,Shooter,X360,Midway Games,0.57
Spider-Man 3,2007.0,Platform,X360,Activision,0.57
ATV Offroad Fury: Blazin' Trails,2005.0,Racing,PSP,SouthPeak Games,0.57
Far Cry Instincts,2005.0,Shooter,XB,Ubisoft,0.57
Hasbro Family Game Night,2008.0,Puzzle,PS2,Electronic Arts,0.57
Tony Hawk's Pro Skater 4,2002.0,Sports,GBA,Activision,0.57
Up,2009.0,Action,Wii,THQ,0.57
Tales of the Abyss,2005.0,Role-Playing,PS2,Namco Bandai Games,0.57
Disney Universe,2011.0,Action,X360,Disney Interactive Studios,0.57
Iron Man,2008.0,Action,X360,Sega,0.57
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,2000.0,Strategy,PS,Namco Bandai Games,0.57
Spyro Orange: The Cortex Conspiracy,2004.0,Action,GBA,Vivendi Games,0.57
Enslaved: Odyssey to the West,2010.0,Action,PS3,Namco Bandai Games,0.57
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,DS,THQ,0.57
Beyond The Beyond,1995.0,Role-Playing,PS,Sony Computer Entertainment,0.57
Ben 10: Alien Force,2008.0,Action,PS2,Koch Media,0.57
Tomb Raider: Anniversary,2007.0,Action,PSP,Eidos Interactive,0.57
"Warhammer 40,000: Space Marine",2011.0,Shooter,X360,THQ,0.57
Madden NFL 06,2005.0,Sports,GC,Electronic Arts,0.57
No More Heroes,2007.0,Action,Wii,Rising Star Games,0.57
Assassin's Creed II,2010.0,Action,PC,Ubisoft,0.57
Petz Wild Animals: Tigerz,2008.0,Simulation,DS,Ubisoft,0.57
Naruto: Ultimate Ninja 2,2004.0,Fighting,PS2,Namco Bandai Games,0.57
Defiance,2013.0,Shooter,X360,Trion Worlds,0.57
Dogz,2006.0,Simulation,DS,Ubisoft,0.57
3D Dot Game Heroes,2009.0,Role-Playing,PS3,SouthPeak Games,0.57
The Mysterious Murasame Castle,1986.0,Action,NES,Nintendo,0.57
NBA Hangtime,1997.0,Sports,N64,GT Interactive,0.57
Jillian Michaels Fitness Ultimatum 2010,2009.0,Sports,Wii,Majesco Entertainment,0.57
Pro Evolution Soccer 2012,2011.0,Action,PSP,Konami Digital Entertainment,0.57
Grease,2010.0,Misc,Wii,505 Games,0.57
Blood Wake,2001.0,Shooter,XB,Microsoft Game Studios,0.57
Dynasty Warriors 5: Xtreme Legends,2005.0,Action,PS2,Tecmo Koei,0.57
Skylanders: Spyro's Adventure,2011.0,Action,3DS,Activision,0.57
Dora The Explorer: Dora Saves the Snow Princess,2008.0,Platform,Wii,Take-Two Interactive,0.57
Jampack Summer 2002,2002.0,Misc,PS2,Sony Computer Entertainment,0.57
FIFA World Cup Germany 2006,2006.0,Sports,PS2,Electronic Arts,0.57
Wreckless: ThE YaKuza MisSiOns,2002.0,Racing,XB,Activision,0.57
Super Bomberman,1992.0,Puzzle,SNES,Hudson Soft,0.57
SpongeBob SquarePants: Battle for Bikini Bottom,2003.0,Platform,XB,THQ,0.57
Spec Ops: The Line,2012.0,Shooter,PS3,Take-Two Interactive,0.57
SD Gundam G Generation Neo,2002.0,Strategy,PS2,Namco Bandai Games,0.57
Bratz 4 Real,2007.0,Adventure,DS,THQ,0.57
RalliSport Challenge,2002.0,Racing,XB,Microsoft Game Studios,0.57
Resident Evil Outbreak File #2,2004.0,Action,PS2,Capcom,0.57
Bob the Builder: Can We Fix It?,2000.0,Action,PS,THQ,0.57
XIII,2003.0,Shooter,PS2,Ubisoft,0.57
NHL 14,2013.0,Sports,PS3,Electronic Arts,0.57
LEGO Rock Band,2009.0,Misc,X360,Warner Bros. Interactive Entertainment,0.57
Bolt,2008.0,Adventure,Wii,Disney Interactive Studios,0.57
Top Spin 3,2008.0,Action,X360,Take-Two Interactive,0.57
Tom Clancy's HAWX,2009.0,Action,PS3,Ubisoft,0.57
LEGO Dimensions,2015.0,Action,X360,Warner Bros. Interactive Entertainment,0.56
Breath of Fire IV,2000.0,Role-Playing,PS,Capcom,0.56
True Crime: Streets of LA,2003.0,Action,GC,Activision,0.56
Odin Sphere,2007.0,Role-Playing,PS2,Square Enix,0.56
Donkey Kong Jungle Climber,2007.0,Platform,DS,Nintendo,0.56
The Incredible Hulk,2003.0,Action,GBA,Universal Interactive,0.56
Ms. Pac-Man Maze Madness,2004.0,Puzzle,GBA,Zoo Digital Publishing,0.56
Arena Football,2006.0,Sports,PS2,Electronic Arts,0.56
The Lord of the Rings: The Return of the King,2003.0,Action,GBA,Electronic Arts,0.56
NHL Hitz 20-02,2001.0,Sports,PS2,Midway Games,0.56
Classic NES Series: Dr. Mario,2004.0,Puzzle,GBA,Nintendo,0.56
The Sims: Bustin' Out,2003.0,Simulation,XB,Electronic Arts,0.56
NCAA March Madness 07,2007.0,Sports,PS2,Electronic Arts,0.56
"Monsters, Inc. Scream Team",2001.0,Platform,PS,Sony Computer Entertainment,0.56
Harry Potter Collection,2006.0,Misc,PS2,Electronic Arts,0.56
Tony Hawk's Project 8,2006.0,Sports,PSP,Activision,0.56
Yu-Gi-Oh! World Championship Tournament 2004,2004.0,Misc,GBA,Konami Digital Entertainment,0.56
Cabela's Big Game Hunter 2005 Adventures,2004.0,Sports,PS2,Activision,0.56
Hotel Dusk: Room 215,2007.0,Adventure,DS,Nintendo,0.56
Knockout Kings 2001,2001.0,Fighting,PS2,Electronic Arts,0.56
Army Men: Sarge's Heroes,1999.0,Action,PS,3DO,0.56
Phineas and Ferb: Across the 2nd Dimension,2011.0,Action,DS,Disney Interactive Studios,0.56
Petz Dogz 2,2007.0,Simulation,PS2,Ubisoft,0.56
Battlefield 2: Modern Combat,2005.0,Shooter,XB,Electronic Arts,0.56
Wolfenstein,2009.0,Shooter,X360,Activision,0.56
All-Star Baseball 2002,2001.0,Sports,PS2,Acclaim Entertainment,0.56
Backyard NFL Football,2002.0,Sports,GBA,Infogrames,0.56
Need for Speed: Most Wanted,2005.0,Racing,GC,Electronic Arts,0.56
NASCAR Rumble,2000.0,Racing,PS,Electronic Arts,0.56
Tony Hawk: Shred,2010.0,Sports,Wii,Activision,0.56
Tony Hawk's Proving Ground,2007.0,Sports,X360,Activision,0.56
WWE Raw 2,2003.0,Fighting,XB,THQ,0.56
Resident Evil 2,1999.0,Action,N64,Virgin Interactive,0.56
Mega Man X2,1993.0,Platform,SNES,Laguna,0.56
Manhunt 2,2007.0,Action,PS2,Take-Two Interactive,0.56
Xenoblade Chronicles,2015.0,Role-Playing,3DS,Nintendo,0.56
Fullmetal Alchemist and the Broken Angel,2003.0,Role-Playing,PS2,Square Enix,0.56
Monster High: Ghoul Spirit,2011.0,Misc,Wii,THQ,0.56
Final Fantasy IV: The Complete Collection,2011.0,Role-Playing,PSP,Square Enix,0.56
Frontlines: Fuel of War,2008.0,Shooter,X360,THQ,0.56
Lips: Number One Hits,2009.0,Misc,X360,Microsoft Game Studios,0.56
Hamtaro: Ham-Hams Unite!,2001.0,Role-Playing,GB,Nintendo,0.56
Batman Begins,2005.0,Action,PS2,Electronic Arts,0.56
Viva Pinata: Pocket Paradise,2008.0,Simulation,DS,THQ,0.56
Dr. Seuss' The Cat in the Hat,2003.0,Misc,PS2,Vivendi Games,0.56
Barbie Groovy Games,2002.0,Misc,GBA,Universal Interactive,0.56
Yu-Gi-Oh! Reshef of Destruction,2003.0,Strategy,GBA,Konami Digital Entertainment,0.56
Blinx: The Time Sweeper,2002.0,Platform,XB,Microsoft Game Studios,0.56
Madagascar: Escape 2 Africa,2008.0,Action,Wii,Activision,0.56
Archer Maclean's Mercury,2005.0,Puzzle,PSP,Ignition Entertainment,0.56
ESPN NFL Football,2003.0,Sports,PS2,Sega,0.56
Fatal Fury Special,1994.0,Fighting,SNES,Takara,0.56
Catz,2006.0,Simulation,DS,Ubisoft,0.56
Major League Baseball 2K5,2005.0,Sports,XB,Take-Two Interactive,0.56
DS Bimoji Training,2008.0,Misc,DS,Nintendo,0.56
WWE 2K15,2014.0,Sports,XOne,Take-Two Interactive,0.56
Petz Catz Clan,2008.0,Simulation,DS,Ubisoft,0.56
Soul Sacrifice,2013.0,Role-Playing,PSV,Sony Computer Entertainment,0.56
G-Force,2009.0,Action,DS,Disney Interactive Studios,0.56
Tiger Woods PGA Tour 11,2010.0,Sports,Wii,Electronic Arts,0.56
Soldier of Fortune: Gold Edition,2001.0,Shooter,PS2,Codemasters,0.56
Rune Factory: A Fantasy Harvest Moon,2006.0,Role-Playing,DS,Rising Star Games,0.56
Monster Jam: Path of Destruction,2010.0,Racing,Wii,Activision,0.56
Rapala Tournament Fishing!,2006.0,Sports,Wii,Activision,0.56
MX 2002 Featuring Ricky Carmichael,2001.0,Racing,PS2,THQ,0.56
Purr Pals,2007.0,Simulation,DS,THQ,0.56
NCAA Football 07,2006.0,Sports,XB,Electronic Arts,0.56
God of War: Origins Collection,2011.0,Action,PS3,Sony Computer Entertainment,0.56
MX vs. ATV: Alive,2011.0,Racing,X360,THQ,0.56
Lunar: Silver Star Story Complete,1998.0,Role-Playing,PS,Kadokawa Shoten,0.55
Dragon Ball: XenoVerse,2015.0,Fighting,PS3,Namco Bandai Games,0.55
NBA Showtime: NBA on NBC,1999.0,Sports,PS,Midway Games,0.55
ZhuZhu Pets 2: Featuring The Wild Bunch,2010.0,Simulation,DS,Activision,0.55
Dragon Age: Inquisition,2014.0,Role-Playing,X360,Electronic Arts,0.55
Soul Reaver 2,2001.0,Action,PS2,Eidos Interactive,0.55
Metal Gear Solid 3: Subsistence,2005.0,Action,PS2,Konami Digital Entertainment,0.55
Sly Cooper: Thieves in Time,2013.0,Platform,PS3,Sony Computer Entertainment Europe,0.55
The Godfather (old US sales),2006.0,Action,XB,Electronic Arts,0.55
Daytona USA,1994.0,Racing,SAT,Sega,0.55
Harry Potter and the Deathly Hallows - Part 1,2010.0,Action,Wii,Electronic Arts,0.55
Tiger Woods PGA Tour 13,2012.0,Sports,PS3,Electronic Arts,0.55
WWF Raw,2002.0,Fighting,XB,THQ,0.55
Shin Super Robot Taisen,1996.0,Role-Playing,PS,Banpresto,0.55
Jump Super Stars,2005.0,Fighting,DS,Nintendo,0.55
Legends of WrestleMania,2009.0,Fighting,PS3,THQ,0.55
The Activision Decathlon,1982.0,Sports,2600,Activision,0.55
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001.0,Shooter,PS,D3Publisher,0.55
50 Classic Games,2009.0,Misc,DS,Destineer,0.55
Fighting Force 2,1999.0,Action,PS,Eidos Interactive,0.55
Sakura Wars,1996.0,Adventure,SAT,Sega,0.55
Yokai Sangokushi,2016.0,Action,3DS,Level 5,0.55
Extermination,2001.0,Action,PS2,Sony Computer Entertainment,0.55
Batman: Vengeance,2001.0,Adventure,PS2,Ubisoft,0.55
Unit 13,2012.0,Shooter,PSV,Sony Computer Entertainment,0.55
Tatsunoko vs. Capcom: Ultimate All-Stars,2010.0,Fighting,Wii,Capcom,0.55
TMNT,2007.0,Action,X360,Ubisoft,0.55
F.E.A.R.,2007.0,Shooter,PS3,Vivendi Games,0.55
Secret Agent Clank(US sales),2008.0,Platform,PSP,Sony Computer Entertainment,0.55
Assassin's Creed: Unity,2014.0,Action,PC,Ubisoft,0.55
Derby Stallion 04,2004.0,Sports,PS2,Enterbrain,0.55
NBA 2K8,2007.0,Sports,PS3,Take-Two Interactive,0.55
Barbie Horse Adventures: Riding Camp,2008.0,Sports,DS,Activision,0.55
CrossworDS,2008.0,Puzzle,DS,Deep Silver,0.55
Tony Hawk's Pro Skater 3,2002.0,Sports,XB,Activision,0.55
Mega Man Zero,2002.0,Platform,GBA,Capcom,0.55
Contender 2,2000.0,Fighting,PS,3DO,0.55
The Amazing Spider-Man 2 (2014),2014.0,Action,PS4,Activision,0.55
Star Wars: Dark Forces,1996.0,Shooter,PS,LucasArts,0.55
SD Gundam G Generation Zero,1999.0,Strategy,PS,Namco Bandai Games,0.55
Super Robot Taisen F,1997.0,Strategy,SAT,Banpresto,0.55
Shrek 2,2004.0,Platform,XB,Activision,0.55
Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,2002.0,Sports,PS2,Sega,0.55
Time Crisis: Razing Storm,2010.0,Shooter,PS3,Namco Bandai Games,0.55
SpongeBob SquarePants: SuperSponge,2001.0,Action,GBA,THQ,0.55
Super Robot Taisen F Kanketsuhen,1998.0,Strategy,SAT,Banpresto,0.55
Enslaved: Odyssey to the West,2010.0,Action,X360,Namco Bandai Games,0.55
Rune Factory 4,2012.0,Role-Playing,3DS,Xseed Games,0.55
Summer Sports: Paradise Island,2008.0,Sports,Wii,Ubisoft,0.55
Tak and the Power of Juju,2003.0,Platform,GBA,THQ,0.55
Dynasty Warriors: Gundam 3,2010.0,Action,PS3,Tecmo Koei,0.55
Mortal Kombat 3,1995.0,Fighting,PS,Sony Computer Entertainment,0.55
Turok: Evolution,2002.0,Shooter,XB,Acclaim Entertainment,0.55
Jak X: Combat Racing,2005.0,Racing,PS2,Sony Computer Entertainment,0.55
Metro 2033,2010.0,Shooter,X360,THQ,0.55
Are You Smarter than a 5th Grader? Make the Grade,2008.0,Misc,Wii,THQ,0.55
American Idol,2003.0,Misc,PS2,Codemasters,0.55
Top Gun: Fire at Will!,1996.0,Misc,PS,Microprose,0.55
Red Dead Revolver,2004.0,Shooter,XB,Take-Two Interactive,0.55
Dragon Ball Z: Shin Budokai,2006.0,Fighting,PSP,Atari,0.55
LEGO The Hobbit,2014.0,Action,PS3,Warner Bros. Interactive Entertainment,0.54
Iron Man,2008.0,Action,PS2,Sega,0.54
SingStar Summer Party,2008.0,Misc,PS2,Sony Computer Entertainment,0.54
Tiger Woods PGA Tour 08,2007.0,Sports,X360,Electronic Arts,0.54
NBA Live 10,2009.0,Sports,PS3,Electronic Arts,0.54
The SpongeBob SquarePants Movie,2004.0,Platform,XB,THQ,0.54
FIFA Soccer 07,2006.0,Sports,XB,Electronic Arts,0.54
Gekikuukan Pro Yakyuu: At the End of the Century 1999,2000.0,Sports,PS2,SquareSoft,0.54
Medarot 2: Kabuto / Kuwagata Version,1999.0,Role-Playing,GB,Imagineer,0.54
Excite Truck,2006.0,Racing,Wii,Nintendo,0.54
Sacred 2: Fallen Angel,2009.0,Role-Playing,X360,Deep Silver,0.54
System 3 presents Ferrari Challenge Trofeo Pirelli,2008.0,Racing,Wii,System 3 Arcade Software,0.54
Dance Dance Revolution Ultramix,2003.0,Simulation,XB,Konami Digital Entertainment,0.54
ModNation Racers,2010.0,Racing,PSP,Sony Computer Entertainment,0.54
Crash Tag Team Racing,2005.0,Racing,PS2,Vivendi Games,0.54
Two Worlds II,2011.0,Role-Playing,X360,Unknown,0.54
Sonic & All-Stars Racing Transformed,2012.0,Racing,PS3,Sega,0.54
Michael Jackson: The Experience,2011.0,Misc,PS3,Ubisoft,0.54
Front Mission 4,2003.0,Strategy,PS2,Square Enix,0.54
The Fairly Odd Parents: Breakin' Da Rules,2003.0,Platform,GBA,THQ,0.54
LEGO Dimensions,2015.0,Action,PS3,Warner Bros. Interactive Entertainment,0.54
Inazuma Eleven,2008.0,Role-Playing,DS,Nintendo,0.54
Ninokuni: Shikkoku no Madoushi,2010.0,Role-Playing,DS,Level 5,0.54
Minecraft: Story Mode,2015.0,Adventure,XOne,Mojang,0.54
Resident Evil: Revelations 2,2015.0,Action,PS4,Capcom,0.54
Manhunt 2,2007.0,Action,Wii,Take-Two Interactive,0.54
SRS: Street Racing Syndicate,2004.0,Racing,PS2,Namco Bandai Games,0.54
Despicable Me: The Game - Minion Mayhem,2010.0,Puzzle,DS,D3Publisher,0.54
Action Force,1982.0,Action,2600,CPG Products,0.54
Gauntlet Legends,1999.0,Action,N64,Midway Games,0.54
FIFA 99,1998.0,Sports,N64,Electronic Arts,0.54
Kidou Senshi Gundam: Extreme VS,2011.0,Fighting,PS3,Namco Bandai Games,0.54
Dragon Ball Z: Ultimate Tenkaichi,2011.0,Fighting,X360,Namco Bandai Games,0.54
Tales of Symphonia,2013.0,Role-Playing,PS3,Namco Bandai Games,0.54
Bust A Groove,1998.0,Misc,PS,Sony Computer Entertainment,0.54
Fire Emblem: Path of Radiance,2005.0,Action,GC,Nintendo,0.54
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,2002.0,Role-Playing,PS2,Enix Corporation,0.54
Let's Draw!,2008.0,Misc,DS,Ubisoft,0.54
Pachi-Slot Aruze Oukoku 2,1999.0,Misc,PS,Aruze Corp,0.54
NHL 14,2013.0,Sports,X360,Electronic Arts,0.54
Valkyria Chronicles II,2010.0,Role-Playing,PSP,Sega,0.54
Middle-Earth: Shadow of Mordor,2014.0,Action,X360,Warner Bros. Interactive Entertainment,0.54
Madden NFL 13,2012.0,Sports,Wii,Electronic Arts,0.54
Rune Factory 2: A Fantasy Harvest Moon,2008.0,Role-Playing,DS,Rising Star Games,0.54
Terminator Salvation,2009.0,Shooter,PS3,Warner Bros. Interactive Entertainment,0.54
Cars 2,2011.0,Racing,PS3,Disney Interactive Studios,0.54
Bratz: Rock Angelz,2004.0,Misc,GBA,THQ,0.54
How to Train Your Dragon,2010.0,Action,DS,Activision,0.54
SSX Tricky,2001.0,Sports,GC,Electronic Arts,0.54
WWE SmackDown vs. Raw 2010,2009.0,Fighting,DS,THQ,0.54
Greg Hastings' Tournament Paintball,2004.0,Shooter,XB,Activision,0.54
Hello Kitty: Big City Dreams,2008.0,Puzzle,DS,Empire Interactive,0.54
Star Fox Command,2006.0,Shooter,DS,Nintendo,0.54
World Soccer Winning Eleven 7 International (JP version),2004.0,Sports,PS2,Konami Digital Entertainment,0.54
ESPN NBA Basketball,2003.0,Sports,PS2,Sega,0.54
Inazuma Eleven GO,2011.0,Role-Playing,3DS,Nintendo,0.54
Over the Hedge,2006.0,Platform,PS2,Activision,0.54
Mat Hoffman's Pro BMX,2001.0,Sports,PS,Activision,0.54
Lego Star Wars: The Force Awakens,2016.0,Action,PS4,Warner Bros. Interactive Entertainment,0.54
Epic Mickey 2: The Power of Two,2012.0,Action,X360,Disney Interactive Studios,0.54
Popeye,1982.0,Platform,2600,Parker Bros.,0.54
Magician's Quest: Mysterious Times,2008.0,Role-Playing,DS,Konami Digital Entertainment,0.54
The Hobbit,2003.0,Platform,PS2,Vivendi Games,0.54
War of the Monsters,2003.0,Fighting,PS2,Sony Computer Entertainment,0.54
Tales of Symphonia: Dawn of the New World,2008.0,Role-Playing,Wii,Namco Bandai Games,0.54
The Incredible Hulk: Ultimate Destruction,2005.0,Action,PS2,Vivendi Games,0.54
Star Wars Battlefront (2015),2015.0,Shooter,PC,Electronic Arts,0.54
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",1998.0,Adventure,SAT,Sega,0.53
Jewel Master Egypt,2009.0,Puzzle,DS,Rondomedia,0.53
Time Crisis II,2001.0,Shooter,PS2,Namco Bandai Games,0.53
Clock Tower,1996.0,Adventure,PS,ASCII Entertainment,0.53
NCAA March Madness 06,2005.0,Sports,PS2,Electronic Arts,0.53
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,2008.0,Action,Wii,THQ,0.53
Jampack Volume 11,2004.0,Misc,PS2,Sony Computer Entertainment,0.53
Dragon's Crown,2013.0,Role-Playing,PS3,Nippon Ichi Software,0.53
Tactics Ogre: Let Us Cling Together,2010.0,Role-Playing,PSP,Square Enix,0.53
Legacy of Kain: Defiance,2003.0,Action,PS2,Eidos Interactive,0.53
NCAA March Madness 2005,2004.0,Sports,PS2,Electronic Arts,0.53
007 Racing,2000.0,Racing,PS,Electronic Arts,0.53
Conflict: Vietnam,2004.0,Shooter,PS2,SCi,0.53
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,2004.0,Misc,XB,Sega,0.53
Mystery Dungeon: Shiren the Wanderer,2006.0,Role-Playing,DS,Sega,0.53
SimAnimals,2009.0,Simulation,DS,Electronic Arts,0.53
MLB SlugFest 20-04,2003.0,Sports,PS2,Midway Games,0.53
Gex 3: Deep Cover Gecko,1999.0,Platform,PS,Eidos Interactive,0.53
NASCAR 09,2008.0,Racing,PS2,Electronic Arts,0.53
Blitz: The League,2004.0,Sports,XB,Midway Games,0.53
Jampack Vol. 2,1996.0,Misc,PS,Sony Computer Entertainment,0.53
LEGO Jurassic World,2015.0,Action,WiiU,Warner Bros. Interactive Entertainment,0.53
